region	chr	midPos	Nsites
(159891,160390)(159900,160399)(159900,160400)	Mt	160150	501	0.071388
(159991,160490)(160000,160499)(160000,160500)	Mt	160250	501	0.077046
(160091,160590)(160100,160599)(160100,160600)	Mt	160350	501	0.072658
(160191,160690)(160200,160699)(160200,160700)	Mt	160450	501	0.073573
(160291,160790)(160300,160799)(160300,160800)	Mt	160550	501	0.071393
(160391,160890)(160400,160899)(160400,160900)	Mt	160650	501	0.071305
(160491,160990)(160500,160999)(160500,161000)	Mt	160750	501	0.070580
(160591,161090)(160600,161099)(160600,161100)	Mt	160850	501	0.072166
(160691,161190)(160700,161199)(160700,161200)	Mt	160950	501	0.074544
(160791,161290)(160800,161299)(160800,161300)	Mt	161050	501	0.072283
(160891,161390)(160900,161399)(160900,161400)	Mt	161150	501	0.074389
(160991,161490)(161000,161499)(161000,161500)	Mt	161250	501	0.079702
(161091,161590)(161100,161599)(161100,161600)	Mt	161350	501	0.085385
(161191,161690)(161200,161699)(161200,161700)	Mt	161450	501	0.088655
(161291,161790)(161300,161799)(161300,161800)	Mt	161550	501	0.093935
(161391,161890)(161400,161899)(161400,161900)	Mt	161650	501	0.094315
(161491,161990)(161500,161999)(161500,162000)	Mt	161750	501	0.092547
(161591,162090)(161600,162099)(161600,162100)	Mt	161850	501	0.091408
(161691,162190)(161700,162199)(161700,162200)	Mt	161950	501	0.089501
(161791,162290)(161800,162299)(161800,162300)	Mt	162050	501	0.084217
(161891,162390)(161900,162399)(161900,162400)	Mt	162150	501	0.080863
(161991,162490)(162000,162499)(162000,162500)	Mt	162250	501	0.076654
(162091,162590)(162100,162599)(162100,162600)	Mt	162350	501	0.074880
(162191,162690)(162200,162699)(162200,162700)	Mt	162450	501	0.068795
(162291,162790)(162300,162799)(162300,162800)	Mt	162550	501	0.072175
(162391,162890)(162400,162899)(162400,162900)	Mt	162650	501	0.073299
(162491,162990)(162500,162999)(162500,163000)	Mt	162750	501	0.070352
(162591,163090)(162600,163099)(162600,163100)	Mt	162850	501	0.070471
(162691,163190)(162700,163199)(162700,163200)	Mt	162950	501	0.069535
(162791,163290)(162800,163299)(162800,163300)	Mt	163050	501	0.072447
(162891,163390)(162900,163399)(162900,163400)	Mt	163150	501	0.077232
(162991,163490)(163000,163499)(163000,163500)	Mt	163250	501	0.084406
(163091,163590)(163100,163599)(163100,163600)	Mt	163350	501	0.087117
(163191,163690)(163200,163699)(163200,163700)	Mt	163450	501	0.089915
(163291,163790)(163300,163799)(163300,163800)	Mt	163550	501	0.087124
(163391,163890)(163400,163899)(163400,163900)	Mt	163650	501	0.087061
(163491,163990)(163500,163999)(163500,164000)	Mt	163750	501	0.082107
(163591,164090)(163600,164099)(163600,164100)	Mt	163850	501	0.077862
(163691,164190)(163700,164199)(163700,164200)	Mt	163950	501	0.082604
(163791,164290)(163800,164299)(163800,164300)	Mt	164050	501	0.074824
(163891,164390)(163900,164399)(163900,164400)	Mt	164150	501	0.068511
(163991,164490)(164000,164499)(164000,164500)	Mt	164250	501	0.078163
(164091,164590)(164100,164599)(164100,164600)	Mt	164350	501	0.084058
(164191,164690)(164200,164699)(164200,164700)	Mt	164450	501	0.087064
(164291,164790)(164300,164799)(164300,164800)	Mt	164550	501	0.095612
(164391,164890)(164400,164899)(164400,164900)	Mt	164650	501	0.099282
(164491,164990)(164500,164999)(164500,165000)	Mt	164750	501	0.091681
(164591,165090)(164600,165099)(164600,165100)	Mt	164850	501	0.089286
(164691,165190)(164700,165199)(164700,165200)	Mt	164950	501	0.080641
(164791,165290)(164800,165299)(164800,165300)	Mt	165050	501	0.087417
(164891,165390)(164900,165399)(164900,165400)	Mt	165150	501	0.093620
(164991,165490)(165000,165499)(165000,165500)	Mt	165250	501	0.090056
(165091,165590)(165100,165599)(165100,165600)	Mt	165350	501	0.091074
(165191,165690)(165200,165699)(165200,165700)	Mt	165450	501	0.091989
(165291,165790)(165300,165799)(165300,165800)	Mt	165550	501	0.084515
(165391,165890)(165400,165899)(165400,165900)	Mt	165650	501	0.073846
(165491,165990)(165500,165999)(165500,166000)	Mt	165750	501	0.082931
(165591,166090)(165600,166099)(165600,166100)	Mt	165850	501	0.075793
(165691,166190)(165700,166199)(165700,166200)	Mt	165950	501	0.077307
(165791,166290)(165800,166299)(165800,166300)	Mt	166050	501	0.074422
(165891,166390)(165900,166399)(165900,166400)	Mt	166150	501	0.074299
(165991,166490)(166000,166499)(166000,166500)	Mt	166250	501	0.071251
(166091,166590)(166100,166599)(166100,166600)	Mt	166350	501	0.075733
(166191,166690)(166200,166699)(166200,166700)	Mt	166450	501	0.070506
(166291,166790)(166300,166799)(166300,166800)	Mt	166550	501	0.080115
(166391,166890)(166400,166899)(166400,166900)	Mt	166650	501	0.081384
(166491,166990)(166500,166999)(166500,167000)	Mt	166750	501	0.076344
(166591,167090)(166600,167099)(166600,167100)	Mt	166850	501	0.077419
(166691,167190)(166700,167199)(166700,167200)	Mt	166950	501	0.076955
(166791,167290)(166800,167299)(166800,167300)	Mt	167050	501	0.071423
(166891,167390)(166900,167399)(166900,167400)	Mt	167150	501	0.070520
(166991,167490)(167000,167499)(167000,167500)	Mt	167250	501	0.078545
(167091,167590)(167100,167599)(167100,167600)	Mt	167350	501	0.080769
(167191,167690)(167200,167699)(167200,167700)	Mt	167450	501	0.089653
(167291,167790)(167300,167799)(167300,167800)	Mt	167550	501	0.090803
(167391,167890)(167400,167899)(167400,167900)	Mt	167650	501	0.098190
(167491,167990)(167500,167999)(167500,168000)	Mt	167750	501	0.093345
(167591,168090)(167600,168099)(167600,168100)	Mt	167850	501	0.094396
(167691,168190)(167700,168199)(167700,168200)	Mt	167950	501	0.084855
(167791,168290)(167800,168299)(167800,168300)	Mt	168050	501	0.090187
(167891,168390)(167900,168399)(167900,168400)	Mt	168150	501	0.091287
(167991,168490)(168000,168499)(168000,168500)	Mt	168250	501	0.088025
(168091,168590)(168100,168599)(168100,168600)	Mt	168350	501	0.082910
(168191,168690)(168200,168699)(168200,168700)	Mt	168450	501	0.088554
(168291,168790)(168300,168799)(168300,168800)	Mt	168550	501	0.081062
(168391,168890)(168400,168899)(168400,168900)	Mt	168650	501	0.075162
(168491,168990)(168500,168999)(168500,169000)	Mt	168750	501	0.081094
(168591,169090)(168600,169099)(168600,169100)	Mt	168850	501	0.081724
(168691,169190)(168700,169199)(168700,169200)	Mt	168950	501	0.079603
(168791,169290)(168800,169299)(168800,169300)	Mt	169050	501	0.080432
(168891,169390)(168900,169399)(168900,169400)	Mt	169150	501	0.083545
(168991,169490)(169000,169499)(169000,169500)	Mt	169250	501	0.086551
(169091,169590)(169100,169599)(169100,169600)	Mt	169350	501	0.085301
(169191,169690)(169200,169699)(169200,169700)	Mt	169450	501	0.082232
(169291,169790)(169300,169799)(169300,169800)	Mt	169550	501	0.080457
(169391,169890)(169400,169899)(169400,169900)	Mt	169650	501	0.076351
(169491,169990)(169500,169999)(169500,170000)	Mt	169750	501	0.077145
(169591,170090)(169600,170099)(169600,170100)	Mt	169850	501	0.082830
(169691,170190)(169700,170199)(169700,170200)	Mt	169950	501	0.091503
(169791,170290)(169800,170299)(169800,170300)	Mt	170050	501	0.092618
(169891,170390)(169900,170399)(169900,170400)	Mt	170150	501	0.095588
(169991,170490)(170000,170499)(170000,170500)	Mt	170250	501	0.089458
(170091,170590)(170100,170599)(170100,170600)	Mt	170350	501	0.090110
(170191,170690)(170200,170699)(170200,170700)	Mt	170450	501	0.088990
(170291,170790)(170300,170799)(170300,170800)	Mt	170550	501	0.090867
(170391,170890)(170400,170899)(170400,170900)	Mt	170650	501	0.090909
(170491,170990)(170500,170999)(170500,171000)	Mt	170750	501	0.089018
(170591,171090)(170600,171099)(170600,171100)	Mt	170850	501	0.092740
(170691,171190)(170700,171199)(170700,171200)	Mt	170950	501	0.094486
(170791,171290)(170800,171299)(170800,171300)	Mt	171050	501	0.096315
(170891,171390)(170900,171399)(170900,171400)	Mt	171150	501	0.089951
(170991,171490)(171000,171499)(171000,171500)	Mt	171250	501	0.092350
(171091,171590)(171100,171599)(171100,171600)	Mt	171350	501	0.083935
(171191,171690)(171200,171699)(171200,171700)	Mt	171450	501	0.072617
(171291,171790)(171300,171799)(171300,171800)	Mt	171550	501	0.071701
(171391,171890)(171400,171899)(171400,171900)	Mt	171650	501	0.075474
(171491,171990)(171500,171999)(171500,172000)	Mt	171750	501	0.076357
(171591,172090)(171600,172099)(171600,172100)	Mt	171850	501	0.077046
(171691,172190)(171700,172199)(171700,172200)	Mt	171950	501	0.076728
(171791,172290)(171800,172299)(171800,172300)	Mt	172050	501	0.076549
(171891,172390)(171900,172399)(171900,172400)	Mt	172150	501	0.075925
(171991,172490)(172000,172499)(172000,172500)	Mt	172250	501	0.074243
(172091,172590)(172100,172599)(172100,172600)	Mt	172350	501	0.073331
(172191,172690)(172200,172699)(172200,172700)	Mt	172450	501	0.075662
(172291,172790)(172300,172799)(172300,172800)	Mt	172550	501	0.074909
(172391,172890)(172400,172899)(172400,172900)	Mt	172650	501	0.077528
(172491,172990)(172500,172999)(172500,173000)	Mt	172750	501	0.075039
(172591,173090)(172600,173099)(172600,173100)	Mt	172850	501	0.071970
(172691,173190)(172700,173199)(172700,173200)	Mt	172950	501	0.074260
(172791,173290)(172800,173299)(172800,173300)	Mt	173050	501	0.070088
(172891,173390)(172900,173399)(172900,173400)	Mt	173150	501	0.073994
(172991,173490)(173000,173499)(173000,173500)	Mt	173250	501	0.078193
(173091,173590)(173100,173599)(173100,173600)	Mt	173350	501	0.085178
(173191,173690)(173200,173699)(173200,173700)	Mt	173450	501	0.084886
(173291,173790)(173300,173799)(173300,173800)	Mt	173550	501	0.090558
(173391,173890)(173400,173899)(173400,173900)	Mt	173650	501	0.083104
(173491,173990)(173500,173999)(173500,174000)	Mt	173750	501	0.082473
(173591,174090)(173600,174099)(173600,174100)	Mt	173850	501	0.074658
(173691,174190)(173700,174199)(173700,174200)	Mt	173950	501	0.072197
(173791,174290)(173800,174299)(173800,174300)	Mt	174050	501	0.072380
(173891,174390)(173900,174399)(173900,174400)	Mt	174150	501	0.078874
(173991,174490)(174000,174499)(174000,174500)	Mt	174250	501	0.079839
(174091,174590)(174100,174599)(174100,174600)	Mt	174350	501	0.076040
(174191,174690)(174200,174699)(174200,174700)	Mt	174450	501	0.082983
(174291,174790)(174300,174799)(174300,174800)	Mt	174550	501	0.083082
(174391,174890)(174400,174899)(174400,174900)	Mt	174650	501	0.081429
(174491,174990)(174500,174999)(174500,175000)	Mt	174750	501	0.082847
(174591,175090)(174600,175099)(174600,175100)	Mt	174850	501	0.086286
(174691,175190)(174700,175199)(174700,175200)	Mt	174950	501	0.079241
(174791,175290)(174800,175299)(174800,175300)	Mt	175050	501	0.074574
(174891,175390)(174900,175399)(174900,175400)	Mt	175150	501	0.073084
(174991,175490)(175000,175499)(175000,175500)	Mt	175250	501	0.071124
(175091,175590)(175100,175599)(175100,175600)	Mt	175350	501	0.076259
(175191,175690)(175200,175699)(175200,175700)	Mt	175450	501	0.072935
(175291,175790)(175300,175799)(175300,175800)	Mt	175550	501	0.074451
(175391,175890)(175400,175899)(175400,175900)	Mt	175650	501	0.072067
(175491,175990)(175500,175999)(175500,176000)	Mt	175750	501	0.067428
(175591,176090)(175600,176099)(175600,176100)	Mt	175850	501	0.063261
(175691,176190)(175700,176199)(175700,176200)	Mt	175950	501	0.067673
(175791,176290)(175800,176299)(175800,176300)	Mt	176050	501	0.064684
(175891,176390)(175900,176399)(175900,176400)	Mt	176150	501	0.063532
(175991,176490)(176000,176499)(176000,176500)	Mt	176250	501	0.066439
(176091,176590)(176100,176599)(176100,176600)	Mt	176350	501	0.066652
(176191,176690)(176200,176699)(176200,176700)	Mt	176450	501	0.067309
(176291,176790)(176300,176799)(176300,176800)	Mt	176550	501	0.064223
(176391,176890)(176400,176899)(176400,176900)	Mt	176650	501	0.063722
(176491,176990)(176500,176999)(176500,177000)	Mt	176750	501	0.062757
(176591,177090)(176600,177099)(176600,177100)	Mt	176850	501	0.065340
(176691,177190)(176700,177199)(176700,177200)	Mt	176950	501	0.074214
(176791,177290)(176800,177299)(176800,177300)	Mt	177050	501	0.079796
(176891,177390)(176900,177399)(176900,177400)	Mt	177150	501	0.078293
(176991,177490)(177000,177499)(177000,177500)	Mt	177250	501	0.077657
(177091,177590)(177100,177599)(177100,177600)	Mt	177350	501	0.074436
(177191,177690)(177200,177699)(177200,177700)	Mt	177450	501	0.070172
(177291,177790)(177300,177799)(177300,177800)	Mt	177550	501	0.073227
(177391,177890)(177400,177899)(177400,177900)	Mt	177650	501	0.084818
(177491,177990)(177500,177999)(177500,178000)	Mt	177750	501	0.089706
(177591,178090)(177600,178099)(177600,178100)	Mt	177850	501	0.094565
(177691,178190)(177700,178199)(177700,178200)	Mt	177950	501	0.095263
(177791,178290)(177800,178299)(177800,178300)	Mt	178050	501	0.098265
(177891,178390)(177900,178399)(177900,178400)	Mt	178150	501	0.092057
(177991,178490)(178000,178499)(178000,178500)	Mt	178250	501	0.086540
(178091,178590)(178100,178599)(178100,178600)	Mt	178350	501	0.085178
(178191,178690)(178200,178699)(178200,178700)	Mt	178450	501	0.081047
(178291,178790)(178300,178799)(178300,178800)	Mt	178550	501	0.082340
(178391,178890)(178400,178899)(178400,178900)	Mt	178650	501	0.076392
(178491,178990)(178500,178999)(178500,179000)	Mt	178750	501	0.083957
(178591,179090)(178600,179099)(178600,179100)	Mt	178850	501	0.084929
(178691,179190)(178700,179199)(178700,179200)	Mt	178950	501	0.084433
(178791,179290)(178800,179299)(178800,179300)	Mt	179050	501	0.076738
(178891,179390)(178900,179399)(178900,179400)	Mt	179150	501	0.082170
(178991,179490)(179000,179499)(179000,179500)	Mt	179250	501	0.080432
(179091,179590)(179100,179599)(179100,179600)	Mt	179350	501	0.071323
(179191,179690)(179200,179699)(179200,179700)	Mt	179450	501	0.071416
(179291,179790)(179300,179799)(179300,179800)	Mt	179550	501	0.073371
(179391,179890)(179400,179899)(179400,179900)	Mt	179650	501	0.073188
(179491,179990)(179500,179999)(179500,180000)	Mt	179750	501	0.068236
(179591,180090)(179600,180099)(179600,180100)	Mt	179850	501	0.075132
(179691,180190)(179700,180199)(179700,180200)	Mt	179950	501	0.078747
(179791,180290)(179800,180299)(179800,180300)	Mt	180050	501	0.077294
(179891,180390)(179900,180399)(179900,180400)	Mt	180150	501	0.073365
(179991,180490)(180000,180499)(180000,180500)	Mt	180250	501	0.072389
(180091,180590)(180100,180599)(180100,180600)	Mt	180350	501	0.077770
(180191,180690)(180200,180699)(180200,180700)	Mt	180450	501	0.074533
(180291,180790)(180300,180799)(180300,180800)	Mt	180550	501	0.072316
(180391,180890)(180400,180899)(180400,180900)	Mt	180650	501	0.070452
(180491,180990)(180500,180999)(180500,181000)	Mt	180750	501	0.074117
(180591,181090)(180600,181099)(180600,181100)	Mt	180850	501	0.073072
(180691,181190)(180700,181199)(180700,181200)	Mt	180950	501	0.078786
(180791,181290)(180800,181299)(180800,181300)	Mt	181050	501	0.083122
(180891,181390)(180900,181399)(180900,181400)	Mt	181150	501	0.088765
(180991,181490)(181000,181499)(181000,181500)	Mt	181250	501	0.095972
(181091,181590)(181100,181599)(181100,181600)	Mt	181350	501	0.086677
(181191,181690)(181200,181699)(181200,181700)	Mt	181450	501	0.081955
(181291,181790)(181300,181799)(181300,181800)	Mt	181550	501	0.079246
(181391,181890)(181400,181899)(181400,181900)	Mt	181650	501	0.078479
(181491,181990)(181500,181999)(181500,182000)	Mt	181750	501	0.069822
(181591,182090)(181600,182099)(181600,182100)	Mt	181850	501	0.076739
(181691,182190)(181700,182199)(181700,182200)	Mt	181950	501	0.080999
(181791,182290)(181800,182299)(181800,182300)	Mt	182050	501	0.081737
(181891,182390)(181900,182399)(181900,182400)	Mt	182150	501	0.082726
(181991,182490)(182000,182499)(182000,182500)	Mt	182250	501	0.086257
(182091,182590)(182100,182599)(182100,182600)	Mt	182350	501	0.081090
(182191,182690)(182200,182699)(182200,182700)	Mt	182450	501	0.077539
(182291,182790)(182300,182799)(182300,182800)	Mt	182550	501	0.076276
(182391,182890)(182400,182899)(182400,182900)	Mt	182650	501	0.072178
(182491,182990)(182500,182999)(182500,183000)	Mt	182750	501	0.072773
(182591,183090)(182600,183099)(182600,183100)	Mt	182850	501	0.074191
(182691,183190)(182700,183199)(182700,183200)	Mt	182950	501	0.074739
(182791,183290)(182800,183299)(182800,183300)	Mt	183050	501	0.075884
(182891,183390)(182900,183399)(182900,183400)	Mt	183150	501	0.087997
(182991,183490)(183000,183499)(183000,183500)	Mt	183250	501	0.080605
(183091,183590)(183100,183599)(183100,183600)	Mt	183350	501	0.084004
(183191,183690)(183200,183699)(183200,183700)	Mt	183450	501	0.081428
(183291,183790)(183300,183799)(183300,183800)	Mt	183550	501	0.080291
(183391,183890)(183400,183899)(183400,183900)	Mt	183650	501	0.072151
(183491,183990)(183500,183999)(183500,184000)	Mt	183750	501	0.080060
(183591,184090)(183600,184099)(183600,184100)	Mt	183850	501	0.081984
(183691,184190)(183700,184199)(183700,184200)	Mt	183950	501	0.082737
(183791,184290)(183800,184299)(183800,184300)	Mt	184050	501	0.087110
(183891,184390)(183900,184399)(183900,184400)	Mt	184150	501	0.083522
(183991,184490)(184000,184499)(184000,184500)	Mt	184250	501	0.081958
(184091,184590)(184100,184599)(184100,184600)	Mt	184350	501	0.080833
(184191,184690)(184200,184699)(184200,184700)	Mt	184450	501	0.084637
(184291,184790)(184300,184799)(184300,184800)	Mt	184550	501	0.077984
(184391,184890)(184400,184899)(184400,184900)	Mt	184650	501	0.081687
(184491,184990)(184500,184999)(184500,185000)	Mt	184750	501	0.080132
(184591,185090)(184600,185099)(184600,185100)	Mt	184850	501	0.079851
(184691,185190)(184700,185199)(184700,185200)	Mt	184950	501	0.078250
(184791,185290)(184800,185299)(184800,185300)	Mt	185050	501	0.084875
(184891,185390)(184900,185399)(184900,185400)	Mt	185150	501	0.084164
(184991,185490)(185000,185499)(185000,185500)	Mt	185250	501	0.081399
(185091,185590)(185100,185599)(185100,185600)	Mt	185350	501	0.074249
(185191,185690)(185200,185699)(185200,185700)	Mt	185450	501	0.072083
(185291,185790)(185300,185799)(185300,185800)	Mt	185550	501	0.071970
(185391,185890)(185400,185899)(185400,185900)	Mt	185650	501	0.078691
(185491,185990)(185500,185999)(185500,186000)	Mt	185750	501	0.078708
(185591,186090)(185600,186099)(185600,186100)	Mt	185850	501	0.082219
(185691,186190)(185700,186199)(185700,186200)	Mt	185950	501	0.082480
(185791,186290)(185800,186299)(185800,186300)	Mt	186050	501	0.086721
(185891,186390)(185900,186399)(185900,186400)	Mt	186150	501	0.080438
(185991,186490)(186000,186499)(186000,186500)	Mt	186250	501	0.082036
(186091,186590)(186100,186599)(186100,186600)	Mt	186350	501	0.081922
(186191,186690)(186200,186699)(186200,186700)	Mt	186450	501	0.080404
(186291,186790)(186300,186799)(186300,186800)	Mt	186550	501	0.071811
(186391,186890)(186400,186899)(186400,186900)	Mt	186650	501	0.070831
(186491,186990)(186500,186999)(186500,187000)	Mt	186750	501	0.075158
(186591,187090)(186600,187099)(186600,187100)	Mt	186850	501	0.079651
(186691,187190)(186700,187199)(186700,187200)	Mt	186950	501	0.080600
(186791,187290)(186800,187299)(186800,187300)	Mt	187050	501	0.081737
(186891,187390)(186900,187399)(186900,187400)	Mt	187150	501	0.080039
(186991,187490)(187000,187499)(187000,187500)	Mt	187250	501	0.075784
(187091,187590)(187100,187599)(187100,187600)	Mt	187350	501	0.070604
(187191,187690)(187200,187699)(187200,187700)	Mt	187450	501	0.073558
(187291,187790)(187300,187799)(187300,187800)	Mt	187550	501	0.078638
(187391,187890)(187400,187899)(187400,187900)	Mt	187650	501	0.079043
(187491,187990)(187500,187999)(187500,188000)	Mt	187750	501	0.080054
(187591,188090)(187600,188099)(187600,188100)	Mt	187850	501	0.089554
(187691,188190)(187700,188199)(187700,188200)	Mt	187950	501	0.092891
(187791,188290)(187800,188299)(187800,188300)	Mt	188050	501	0.086767
(187891,188390)(187900,188399)(187900,188400)	Mt	188150	501	0.091599
(187991,188490)(188000,188499)(188000,188500)	Mt	188250	501	0.084154
(188091,188590)(188100,188599)(188100,188600)	Mt	188350	501	0.077338
(188191,188690)(188200,188699)(188200,188700)	Mt	188450	501	0.073722
(188291,188790)(188300,188799)(188300,188800)	Mt	188550	501	0.074045
(188391,188890)(188400,188899)(188400,188900)	Mt	188650	501	0.071258
(188491,188990)(188500,188999)(188500,189000)	Mt	188750	501	0.073113
(188591,189090)(188600,189099)(188600,189100)	Mt	188850	501	0.075553
(188691,189190)(188700,189199)(188700,189200)	Mt	188950	501	0.076330
(188791,189290)(188800,189299)(188800,189300)	Mt	189050	501	0.076282
(188891,189390)(188900,189399)(188900,189400)	Mt	189150	501	0.081884
(188991,189490)(189000,189499)(189000,189500)	Mt	189250	501	0.080733
(189091,189590)(189100,189599)(189100,189600)	Mt	189350	501	0.080493
(189191,189690)(189200,189699)(189200,189700)	Mt	189450	501	0.079241
(189291,189790)(189300,189799)(189300,189800)	Mt	189550	501	0.080040
(189391,189890)(189400,189899)(189400,189900)	Mt	189650	501	0.072515
(189491,189990)(189500,189999)(189500,190000)	Mt	189750	501	0.082423
(189591,190090)(189600,190099)(189600,190100)	Mt	189850	501	0.082017
(189691,190190)(189700,190199)(189700,190200)	Mt	189950	501	0.087455
(189791,190290)(189800,190299)(189800,190300)	Mt	190050	501	0.094881
(189891,190390)(189900,190399)(189900,190400)	Mt	190150	501	0.096794
(189991,190490)(190000,190499)(190000,190500)	Mt	190250	501	0.094713
(190091,190590)(190100,190599)(190100,190600)	Mt	190350	501	0.087525
(190191,190690)(190200,190699)(190200,190700)	Mt	190450	501	0.075509
(190291,190790)(190300,190799)(190300,190800)	Mt	190550	501	0.070109
(190391,190890)(190400,190899)(190400,190900)	Mt	190650	501	0.074963
(190491,190990)(190500,190999)(190500,191000)	Mt	190750	501	0.071898
(190591,191090)(190600,191099)(190600,191100)	Mt	190850	501	0.075729
(190691,191190)(190700,191199)(190700,191200)	Mt	190950	501	0.082939
(190791,191290)(190800,191299)(190800,191300)	Mt	191050	501	0.083097
(190891,191390)(190900,191399)(190900,191400)	Mt	191150	501	0.076281
(190991,191490)(191000,191499)(191000,191500)	Mt	191250	501	0.077577
(191091,191590)(191100,191599)(191100,191600)	Mt	191350	501	0.082433
(191191,191690)(191200,191699)(191200,191700)	Mt	191450	501	0.079311
(191291,191790)(191300,191799)(191300,191800)	Mt	191550	501	0.077295
(191391,191890)(191400,191899)(191400,191900)	Mt	191650	501	0.080078
(191491,191990)(191500,191999)(191500,192000)	Mt	191750	501	0.079264
(191591,192090)(191600,192099)(191600,192100)	Mt	191850	501	0.069110
(191691,192190)(191700,192199)(191700,192200)	Mt	191950	501	0.068036
(191791,192290)(191800,192299)(191800,192300)	Mt	192050	501	0.070508
(191891,192390)(191900,192399)(191900,192400)	Mt	192150	501	0.068902
(191991,192490)(192000,192499)(192000,192500)	Mt	192250	501	0.062882
(192091,192590)(192100,192599)(192100,192600)	Mt	192350	501	0.077684
(192191,192690)(192200,192699)(192200,192700)	Mt	192450	501	0.082715
(192291,192790)(192300,192799)(192300,192800)	Mt	192550	501	0.085866
(192391,192890)(192400,192899)(192400,192900)	Mt	192650	501	0.089627
(192491,192990)(192500,192999)(192500,193000)	Mt	192750	501	0.099030
(192591,193090)(192600,193099)(192600,193100)	Mt	192850	501	0.091854
(192691,193190)(192700,193199)(192700,193200)	Mt	192950	501	0.090918
(192791,193290)(192800,193299)(192800,193300)	Mt	193050	501	0.087425
(192891,193390)(192900,193399)(192900,193400)	Mt	193150	501	0.079120
(192991,193490)(193000,193499)(193000,193500)	Mt	193250	501	0.072263
(193091,193590)(193100,193599)(193100,193600)	Mt	193350	501	0.072004
(193191,193690)(193200,193699)(193200,193700)	Mt	193450	501	0.073939
(193291,193790)(193300,193799)(193300,193800)	Mt	193550	501	0.073954
(193391,193890)(193400,193899)(193400,193900)	Mt	193650	501	0.083678
(193491,193990)(193500,193999)(193500,194000)	Mt	193750	501	0.081620
(193591,194090)(193600,194099)(193600,194100)	Mt	193850	501	0.080787
(193691,194190)(193700,194199)(193700,194200)	Mt	193950	501	0.075791
(193791,194290)(193800,194299)(193800,194300)	Mt	194050	501	0.077638
(193891,194390)(193900,194399)(193900,194400)	Mt	194150	501	0.077631
(193991,194490)(194000,194499)(194000,194500)	Mt	194250	501	0.078595
(194091,194590)(194100,194599)(194100,194600)	Mt	194350	501	0.079362
(194191,194690)(194200,194699)(194200,194700)	Mt	194450	501	0.083386
(194291,194790)(194300,194799)(194300,194800)	Mt	194550	501	0.078096
(194391,194890)(194400,194899)(194400,194900)	Mt	194650	501	0.072143
(194491,194990)(194500,194999)(194500,195000)	Mt	194750	501	0.071739
(194591,195090)(194600,195099)(194600,195100)	Mt	194850	501	0.070282
(194691,195190)(194700,195199)(194700,195200)	Mt	194950	501	0.067047
(194791,195290)(194800,195299)(194800,195300)	Mt	195050	501	0.071952
(194891,195390)(194900,195399)(194900,195400)	Mt	195150	501	0.065889
(194991,195490)(195000,195499)(195000,195500)	Mt	195250	501	0.065687
(195091,195590)(195100,195599)(195100,195600)	Mt	195350	501	0.070903
(195191,195690)(195200,195699)(195200,195700)	Mt	195450	501	0.076593
(195291,195790)(195300,195799)(195300,195800)	Mt	195550	501	0.068323
(195391,195890)(195400,195899)(195400,195900)	Mt	195650	501	0.070289
(195491,195990)(195500,195999)(195500,196000)	Mt	195750	501	0.072258
(195591,196090)(195600,196099)(195600,196100)	Mt	195850	501	0.068059
(195691,196190)(195700,196199)(195700,196200)	Mt	195950	501	0.064678
(195791,196290)(195800,196299)(195800,196300)	Mt	196050	501	0.074785
(195891,196390)(195900,196399)(195900,196400)	Mt	196150	501	0.075413
(195991,196490)(196000,196499)(196000,196500)	Mt	196250	501	0.080652
(196091,196590)(196100,196599)(196100,196600)	Mt	196350	501	0.074349
(196191,196690)(196200,196699)(196200,196700)	Mt	196450	501	0.079611
(196291,196790)(196300,196799)(196300,196800)	Mt	196550	501	0.077203
(196391,196890)(196400,196899)(196400,196900)	Mt	196650	501	0.084136
(196491,196990)(196500,196999)(196500,197000)	Mt	196750	501	0.080394
(196591,197090)(196600,197099)(196600,197100)	Mt	196850	501	0.083272
(196691,197190)(196700,197199)(196700,197200)	Mt	196950	501	0.085461
(196791,197290)(196800,197299)(196800,197300)	Mt	197050	501	0.079202
(196891,197390)(196900,197399)(196900,197400)	Mt	197150	501	0.077929
(196991,197490)(197000,197499)(197000,197500)	Mt	197250	501	0.080332
(197091,197590)(197100,197599)(197100,197600)	Mt	197350	501	0.079904
(197191,197690)(197200,197699)(197200,197700)	Mt	197450	501	0.071245
(197291,197790)(197300,197799)(197300,197800)	Mt	197550	501	0.070106
(197391,197890)(197400,197899)(197400,197900)	Mt	197650	501	0.065205
(197491,197990)(197500,197999)(197500,198000)	Mt	197750	501	0.061713
(197591,198090)(197600,198099)(197600,198100)	Mt	197850	501	0.065546
(197691,198190)(197700,198199)(197700,198200)	Mt	197950	501	0.063475
(197791,198290)(197800,198299)(197800,198300)	Mt	198050	501	0.073803
(197891,198390)(197900,198399)(197900,198400)	Mt	198150	501	0.075949
(197991,198490)(198000,198499)(198000,198500)	Mt	198250	501	0.078969
(198091,198590)(198100,198599)(198100,198600)	Mt	198350	501	0.080280
(198191,198690)(198200,198699)(198200,198700)	Mt	198450	501	0.082825
(198291,198790)(198300,198799)(198300,198800)	Mt	198550	501	0.077837
(198391,198890)(198400,198899)(198400,198900)	Mt	198650	501	0.080385
(198491,198990)(198500,198999)(198500,199000)	Mt	198750	501	0.083577
(198591,199090)(198600,199099)(198600,199100)	Mt	198850	501	0.079698
