region	chr	midPos	Nsites
(67750,68147)(83800,84299)(83800,84300)	Mt	84050	399	0.096694
(67850,68180)(83995,84399)(83900,84400)	Mt	84150	332	0.097915
(67855,68280)(84000,84499)(84000,84500)	Mt	84250	427	0.094573
(67955,68380)(84100,84599)(84100,84600)	Mt	84350	427	0.086358
(68048,68480)(84200,84699)(84200,84700)	Mt	84450	434	0.084751
(68148,68580)(84300,84799)(84300,84800)	Mt	84550	434	0.078173
(68181,68680)(84400,84899)(84400,84900)	Mt	84650	501	0.079175
(68281,68780)(84500,84999)(84500,85000)	Mt	84750	501	0.076630
(68381,68880)(84600,85099)(84600,85100)	Mt	84850	501	0.073590
(68481,68958)(84700,85177)(84700,85200)	Mt	84950	479	0.074210
(68581,68958)(84800,85177)(84800,85300)	Mt	85050	379	0.074425
(68681,68958)(84900,85177)(84900,85400)	Mt	85150	279	0.073128
(68781,68958)(85000,85177)(85000,85500)	Mt	85250	179	0.073292
(68881,68958)(85100,85177)(85100,85600)	Mt	85350	79	0.071774
(68959,69005)(86353,86399)(85900,86400)	Mt	86150	48	0.073271
(68959,69105)(86353,86499)(86000,86500)	Mt	86250	148	0.076045
(68959,69205)(86353,86599)(86100,86600)	Mt	86350	248	0.075343
(68959,69305)(86353,86699)(86200,86700)	Mt	86450	348	0.074861
(68959,69390)(86353,86784)(86300,86800)	Mt	86550	433	0.074101
(69006,69479)(86400,86899)(86400,86900)	Mt	86650	475	0.073205
(69106,69579)(86500,86999)(86500,87000)	Mt	86750	475	0.078503
(69206,69656)(86600,87099)(86600,87100)	Mt	86850	452	0.076182
(69306,69756)(86700,87199)(86700,87200)	Mt	86950	452	0.076572
(69391,69856)(86811,87299)(86800,87300)	Mt	87050	467	0.072069
(69480,69956)(86900,87399)(86900,87400)	Mt	87150	478	0.072490
(69580,70056)(87000,87499)(87000,87500)	Mt	87250	478	0.068865
(69657,70156)(87100,87599)(87100,87600)	Mt	87350	501	0.070472
(69757,70256)(87200,87699)(87200,87700)	Mt	87450	501	0.072527
(69857,70356)(87300,87799)(87300,87800)	Mt	87550	501	0.081308
(69957,70456)(87400,87899)(87400,87900)	Mt	87650	501	0.078462
(70057,70549)(87500,87999)(87500,88000)	Mt	87750	494	0.078700
(70157,70649)(87600,88099)(87600,88100)	Mt	87850	494	0.086459
(70257,70749)(87700,88199)(87700,88200)	Mt	87950	494	0.086559
(70357,70849)(87800,88299)(87800,88300)	Mt	88050	494	0.088301
(70457,70949)(87900,88399)(87900,88400)	Mt	88150	494	0.101612
(70550,71049)(88000,88499)(88000,88500)	Mt	88250	501	0.101572
(70650,71149)(88100,88599)(88100,88600)	Mt	88350	501	0.090928
(70750,71249)(88200,88699)(88200,88700)	Mt	88450	501	0.098762
(70850,71349)(88300,88799)(88300,88800)	Mt	88550	501	0.104670
(70950,71449)(88400,88899)(88400,88900)	Mt	88650	501	0.092087
(71050,71549)(88500,88999)(88500,89000)	Mt	88750	501	0.087260
(71150,71649)(88600,89099)(88600,89100)	Mt	88850	501	0.094316
(71250,71749)(88700,89199)(88700,89200)	Mt	88950	501	0.089244
(71350,71849)(88800,89299)(88800,89300)	Mt	89050	501	0.069627
(71450,71949)(88900,89399)(88900,89400)	Mt	89150	501	0.073177
(71550,72049)(89000,89499)(89000,89500)	Mt	89250	501	0.078823
(71650,72149)(89100,89599)(89100,89600)	Mt	89350	501	0.078971
(71750,72249)(89200,89699)(89200,89700)	Mt	89450	501	0.073738
(71850,72349)(89300,89799)(89300,89800)	Mt	89550	501	0.081490
(71950,72449)(89400,89899)(89400,89900)	Mt	89650	501	0.079161
(72050,72549)(89500,89999)(89500,90000)	Mt	89750	501	0.074837
(72150,72649)(89600,90099)(89600,90100)	Mt	89850	501	0.072972
(72250,72749)(89700,90199)(89700,90200)	Mt	89950	501	0.079748
(72350,72849)(89800,90299)(89800,90300)	Mt	90050	501	0.084672
(72450,72949)(89900,90399)(89900,90400)	Mt	90150	501	0.094436
(72550,73049)(90000,90499)(90000,90500)	Mt	90250	501	0.093656
(72650,73149)(90100,90599)(90100,90600)	Mt	90350	501	0.090138
(72750,73249)(90200,90699)(90200,90700)	Mt	90450	501	0.087388
(72850,73349)(90300,90799)(90300,90800)	Mt	90550	501	0.084237
(72950,73449)(90400,90899)(90400,90900)	Mt	90650	501	0.080591
(73050,73549)(90500,90999)(90500,91000)	Mt	90750	501	0.089878
(73150,73649)(90600,91099)(90600,91100)	Mt	90850	501	0.099992
(73250,73749)(90700,91199)(90700,91200)	Mt	90950	501	0.099604
(73350,73849)(90800,91299)(90800,91300)	Mt	91050	501	0.102438
(73450,73949)(90900,91399)(90900,91400)	Mt	91150	501	0.095076
(73550,74049)(91000,91499)(91000,91500)	Mt	91250	501	0.084921
(73650,74149)(91100,91599)(91100,91600)	Mt	91350	501	0.088681
(73750,74249)(91200,91699)(91200,91700)	Mt	91450	501	0.092000
(73850,74349)(91300,91799)(91300,91800)	Mt	91550	501	0.090416
(73950,74449)(91400,91899)(91400,91900)	Mt	91650	501	0.090386
(74050,74549)(91500,91999)(91500,92000)	Mt	91750	501	0.102407
(74150,74649)(91600,92099)(91600,92100)	Mt	91850	501	0.091523
(74250,74749)(91700,92199)(91700,92200)	Mt	91950	501	0.089719
(74350,74849)(91800,92299)(91800,92300)	Mt	92050	501	0.084672
(74450,74949)(91900,92399)(91900,92400)	Mt	92150	501	0.091955
(74550,75049)(92000,92499)(92000,92500)	Mt	92250	501	0.083042
(74650,75100)(92100,92550)(92100,92600)	Mt	92350	452	0.085173
(74750,75186)(92200,92699)(92200,92700)	Mt	92450	438	0.096247
(74850,75286)(92300,92799)(92300,92800)	Mt	92550	438	0.103596
(74950,75386)(92400,92899)(92400,92900)	Mt	92650	438	0.093898
(75050,75486)(92500,92999)(92500,93000)	Mt	92750	438	0.099737
(75101,75586)(92614,93099)(92600,93100)	Mt	92850	487	0.102618
(75187,75686)(92700,93199)(92700,93200)	Mt	92950	501	0.105604
(75287,75786)(92800,93299)(92800,93300)	Mt	93050	501	0.097364
(75387,75865)(92900,93399)(92900,93400)	Mt	93150	480	0.098120
(75487,75965)(93000,93499)(93000,93500)	Mt	93250	480	0.090680
(75587,76065)(93100,93599)(93100,93600)	Mt	93350	480	0.090244
(75687,76165)(93200,93699)(93200,93700)	Mt	93450	480	0.071488
(75787,76265)(93300,93799)(93300,93800)	Mt	93550	480	0.072524
(75866,76365)(93400,93899)(93400,93900)	Mt	93650	501	0.080769
(75966,76465)(93500,93999)(93500,94000)	Mt	93750	501	0.091293
(76066,76565)(93600,94099)(93600,94100)	Mt	93850	501	0.091952
(76166,76665)(93700,94199)(93700,94200)	Mt	93950	501	0.105188
(76266,76715)(93800,94249)(93800,94300)	Mt	94050	451	0.109183
(76366,76764)(93900,94399)(93900,94400)	Mt	94150	400	0.108023
(76466,76816)(94000,94451)(94000,94500)	Mt	94250	352	0.098657
(76566,76891)(94100,94599)(94100,94600)	Mt	94350	327	0.096036
(76666,76991)(94200,94699)(94200,94700)	Mt	94450	327	0.095499
(76716,77085)(94351,94793)(94300,94800)	Mt	94550	371	0.089400
(76765,77164)(94400,94899)(94400,94900)	Mt	94650	401	0.096769
(76817,77264)(94525,94999)(94500,95000)	Mt	94750	449	0.102286
(76892,77364)(94600,95099)(94600,95100)	Mt	94850	474	0.100395
(76992,77464)(94700,95199)(94700,95200)	Mt	94950	474	0.092619
(77086,77564)(94821,95299)(94800,95300)	Mt	95050	480	0.096094
(77165,77664)(94900,95399)(94900,95400)	Mt	95150	501	0.102892
(77265,77764)(95000,95499)(95000,95500)	Mt	95250	501	0.095915
(77365,77864)(95100,95599)(95100,95600)	Mt	95350	501	0.098053
(77465,77964)(95200,95699)(95200,95700)	Mt	95450	501	0.095017
(77565,78064)(95300,95799)(95300,95800)	Mt	95550	501	0.103934
(77665,78164)(95400,95899)(95400,95900)	Mt	95650	501	0.086890
(77765,78264)(95500,95999)(95500,96000)	Mt	95750	501	0.088800
(77865,78364)(95600,96099)(95600,96100)	Mt	95850	501	0.078048
(77965,78464)(95700,96199)(95700,96200)	Mt	95950	501	0.082567
(78065,78564)(95800,96299)(95800,96300)	Mt	96050	501	0.074910
(78165,78656)(95900,96399)(95900,96400)	Mt	96150	493	0.073598
(78265,78756)(96000,96499)(96000,96500)	Mt	96250	493	0.077133
(78365,78856)(96100,96599)(96100,96600)	Mt	96350	493	0.095664
(78465,78956)(96200,96699)(96200,96700)	Mt	96450	493	0.089081
(78565,79056)(96300,96799)(96300,96800)	Mt	96550	493	0.086170
(78657,79156)(96400,96899)(96400,96900)	Mt	96650	501	0.094218
(78757,79248)(96500,96999)(96500,97000)	Mt	96750	493	0.093345
(78857,79338)(96600,97099)(96600,97100)	Mt	96850	483	0.074137
(78957,79438)(96700,97199)(96700,97200)	Mt	96950	483	0.080650
(79057,79538)(96800,97299)(96800,97300)	Mt	97050	483	0.085415
(79157,79598)(96900,97359)(96900,97400)	Mt	97150	443	0.086841
(79249,79663)(97000,97499)(97000,97500)	Mt	97250	416	0.082465
(79339,79763)(97100,97599)(97100,97600)	Mt	97350	426	0.084552
(79439,79863)(97200,97699)(97200,97700)	Mt	97450	426	0.073368
(79539,79963)(97300,97799)(97300,97800)	Mt	97550	426	0.066993
(79599,80063)(97435,97899)(97400,97900)	Mt	97650	466	0.069672
(79664,80163)(97500,97999)(97500,98000)	Mt	97750	501	0.076106
(79764,80263)(97600,98099)(97600,98100)	Mt	97850	501	0.077658
(79864,80363)(97700,98199)(97700,98200)	Mt	97950	501	0.084941
(79964,80463)(97800,98299)(97800,98300)	Mt	98050	501	0.093470
(80064,80563)(97900,98399)(97900,98400)	Mt	98150	501	0.090381
(80164,80598)(98000,98434)(98000,98500)	Mt	98250	436	0.088131
(80264,80604)(98100,98599)(98100,98600)	Mt	98350	342	0.089507
(80364,80704)(98200,98699)(98200,98700)	Mt	98450	342	0.083274
(80464,80804)(98300,98799)(98300,98800)	Mt	98550	342	0.072632
(80564,80904)(98400,98899)(98400,98900)	Mt	98650	342	0.078574
(80599,81004)(98594,98999)(98500,99000)	Mt	98750	407	0.092839
(80605,81104)(98600,99099)(98600,99100)	Mt	98850	501	0.097758
(80705,81204)(98700,99199)(98700,99200)	Mt	98950	501	0.105034
(80805,81304)(98800,99299)(98800,99300)	Mt	99050	501	0.108627
(80905,81404)(98900,99399)(98900,99400)	Mt	99150	501	0.100575
(81005,81504)(99000,99499)(99000,99500)	Mt	99250	501	0.097540
(81105,81604)(99100,99599)(99100,99600)	Mt	99350	501	0.085496
(81205,81704)(99200,99699)(99200,99700)	Mt	99450	501	0.080516
(81305,81804)(99300,99799)(99300,99800)	Mt	99550	501	0.084627
(81405,81904)(99400,99899)(99400,99900)	Mt	99650	501	0.100852
(81505,82004)(99500,99999)(99500,100000)	Mt	99750	501	0.103235
(81605,82104)(99600,100099)(99600,100100)	Mt	99850	501	0.101043
(81705,82204)(99700,100199)(99700,100200)	Mt	99950	501	0.103023
(81805,82304)(99800,100299)(99800,100300)	Mt	100050	501	0.092795
(81905,82404)(99900,100399)(99900,100400)	Mt	100150	501	0.083654
(82005,82504)(100000,100499)(100000,100500)	Mt	100250	501	0.070168
(82105,82604)(100100,100599)(100100,100600)	Mt	100350	501	0.076151
(82205,82704)(100200,100699)(100200,100700)	Mt	100450	501	0.071929
(82305,82804)(100300,100799)(100300,100800)	Mt	100550	501	0.077868
(82405,82904)(100400,100899)(100400,100900)	Mt	100650	501	0.078969
(82505,82931)(100500,100999)(100500,101000)	Mt	100750	428	0.082049
(82605,83031)(100600,101099)(100600,101100)	Mt	100850	428	0.084358
(82705,83131)(100700,101199)(100700,101200)	Mt	100950	428	0.094401
(82805,83222)(100800,101299)(100800,101300)	Mt	101050	419	0.091563
(82905,83322)(100900,101399)(100900,101400)	Mt	101150	419	0.086283
(82932,83351)(101000,101428)(101000,101500)	Mt	101250	421	0.086209
(83032,83427)(101100,101599)(101100,101600)	Mt	101350	397	0.095105
(83132,83527)(101200,101699)(101200,101700)	Mt	101450	397	0.087541
(83223,83627)(101300,101799)(101300,101800)	Mt	101550	406	0.080055
(83323,83727)(101400,101899)(101400,101900)	Mt	101650	406	0.078889
(83352,83827)(101524,101999)(101500,102000)	Mt	101750	477	0.079681
(83428,83927)(101600,102099)(101600,102100)	Mt	101850	501	0.071555
(83528,84027)(101700,102199)(101700,102200)	Mt	101950	501	0.067342
(83628,84127)(101800,102299)(101800,102300)	Mt	102050	501	0.076333
(83728,84227)(101900,102399)(101900,102400)	Mt	102150	501	0.076495
(83828,84327)(102000,102499)(102000,102500)	Mt	102250	501	0.076995
(83928,84427)(102100,102599)(102100,102600)	Mt	102350	501	0.078354
(84028,84527)(102200,102699)(102200,102700)	Mt	102450	501	0.081819
(84128,84627)(102300,102799)(102300,102800)	Mt	102550	501	0.077122
(84228,84727)(102400,102899)(102400,102900)	Mt	102650	501	0.078022
(84328,84729)(102500,102901)(102500,103000)	Mt	102750	403	0.076433
(84428,84729)(102600,102901)(102600,103100)	Mt	102850	303	0.076242
(84528,84784)(102700,103199)(102700,103200)	Mt	102950	258	0.076248
(84628,84884)(102800,103299)(102800,103300)	Mt	103050	258	0.071065
(84728,84984)(102900,103399)(102900,103400)	Mt	103150	258	0.080617
(84730,85084)(103145,103499)(103000,103500)	Mt	103250	356	0.097050
(84730,85184)(103145,103599)(103100,103600)	Mt	103350	456	0.093701
(84785,85284)(103200,103699)(103200,103700)	Mt	103450	501	0.096723
(84885,85384)(103300,103799)(103300,103800)	Mt	103550	501	0.097728
(84985,85484)(103400,103899)(103400,103900)	Mt	103650	501	0.106792
(85085,85584)(103500,103999)(103500,104000)	Mt	103750	501	0.099028
(85185,85684)(103600,104099)(103600,104100)	Mt	103850	501	0.096199
(85285,85784)(103700,104199)(103700,104200)	Mt	103950	501	0.087958
(85385,85884)(103800,104299)(103800,104300)	Mt	104050	501	0.087949
(85485,85984)(103900,104399)(103900,104400)	Mt	104150	501	0.076706
(85585,86084)(104000,104499)(104000,104500)	Mt	104250	501	0.077010
(85685,86184)(104100,104599)(104100,104600)	Mt	104350	501	0.077023
(85785,86284)(104200,104699)(104200,104700)	Mt	104450	501	0.082500
(85885,86384)(104300,104799)(104300,104800)	Mt	104550	501	0.088689
(85985,86484)(104400,104899)(104400,104900)	Mt	104650	501	0.084410
(86085,86584)(104500,104999)(104500,105000)	Mt	104750	501	0.081422
(86185,86649)(104600,105064)(104600,105100)	Mt	104850	466	0.087613
(86285,86649)(104700,105064)(104700,105200)	Mt	104950	366	0.088054
(86385,86738)(104800,105299)(104800,105300)	Mt	105050	355	0.081257
(86485,86838)(104900,105399)(104900,105400)	Mt	105150	355	0.090722
(86585,86870)(105000,105499)(105000,105500)	Mt	105250	287	0.091916
(86650,86970)(105211,105599)(105100,105600)	Mt	105350	322	0.081547
(86650,87070)(105211,105699)(105200,105700)	Mt	105450	422	0.081371
(86739,87170)(105300,105799)(105300,105800)	Mt	105550	433	0.085465
(86839,87270)(105400,105899)(105400,105900)	Mt	105650	433	0.084230
(86871,87361)(105500,105999)(105500,106000)	Mt	105750	492	0.088418
(86971,87461)(105600,106099)(105600,106100)	Mt	105850	492	0.086509
(87071,87561)(105700,106199)(105700,106200)	Mt	105950	492	0.086620
(87171,87661)(105800,106299)(105800,106300)	Mt	106050	492	0.089685
(87271,87754)(105900,106399)(105900,106400)	Mt	106150	485	0.085958
(87362,87854)(106000,106499)(106000,106500)	Mt	106250	494	0.080553
(87462,87954)(106100,106599)(106100,106600)	Mt	106350	494	0.088273
(87562,88054)(106200,106699)(106200,106700)	Mt	106450	494	0.081925
(87662,88154)(106300,106799)(106300,106800)	Mt	106550	494	0.080450
(87755,88254)(106400,106899)(106400,106900)	Mt	106650	501	0.083322
(87855,88354)(106500,106999)(106500,107000)	Mt	106750	501	0.082411
(87955,88454)(106600,107099)(106600,107100)	Mt	106850	501	0.077754
(88055,88554)(106700,107199)(106700,107200)	Mt	106950	501	0.085425
(88155,88654)(106800,107299)(106800,107300)	Mt	107050	501	0.086391
(88255,88754)(106900,107399)(106900,107400)	Mt	107150	501	0.085062
(88355,88854)(107000,107499)(107000,107500)	Mt	107250	501	0.091213
(88455,88954)(107100,107599)(107100,107600)	Mt	107350	501	0.096751
(88555,89054)(107200,107699)(107200,107700)	Mt	107450	501	0.094176
(88655,89154)(107300,107799)(107300,107800)	Mt	107550	501	0.091765
(88755,89206)(107400,107851)(107400,107900)	Mt	107650	453	0.092754
(88855,89283)(107500,107999)(107500,108000)	Mt	107750	430	0.088207
(88955,89322)(107600,108038)(107600,108100)	Mt	107850	369	0.087506
(89055,89322)(107700,108038)(107700,108200)	Mt	107950	269	0.092036
(89155,89415)(107800,108299)(107800,108300)	Mt	108050	262	0.076770
(89207,89515)(107923,108399)(107900,108400)	Mt	108150	310	0.072516
(89284,89608)(108000,108499)(108000,108500)	Mt	108250	326	0.073459
(89323,89708)(108207,108599)(108100,108600)	Mt	108350	387	0.075070
(89323,89808)(108207,108699)(108200,108700)	Mt	108450	487	0.083198
(89416,89908)(108300,108799)(108300,108800)	Mt	108550	494	0.084445
(89516,90008)(108400,108899)(108400,108900)	Mt	108650	494	0.088033
(89609,90108)(108500,108999)(108500,109000)	Mt	108750	501	0.090883
(89709,90208)(108600,109099)(108600,109100)	Mt	108850	501	0.091830
(89809,90308)(108700,109199)(108700,109200)	Mt	108950	501	0.089785
(89909,90408)(108800,109299)(108800,109300)	Mt	109050	501	0.091781
(90009,90508)(108900,109399)(108900,109400)	Mt	109150	501	0.097507
(90109,90527)(109000,109418)(109000,109500)	Mt	109250	420	0.094926
(90209,90610)(109100,109599)(109100,109600)	Mt	109350	403	0.089989
(90309,90710)(109200,109699)(109200,109700)	Mt	109450	403	0.100797
(90409,90803)(109300,109799)(109300,109800)	Mt	109550	396	0.104375
(90509,90903)(109400,109899)(109400,109900)	Mt	109650	396	0.096115
(90528,91003)(109517,109999)(109500,110000)	Mt	109750	477	0.098493
(90611,91103)(109600,110099)(109600,110100)	Mt	109850	494	0.101539
(90711,91194)(109700,110199)(109700,110200)	Mt	109950	485	0.080575
(90804,91294)(109800,110299)(109800,110300)	Mt	110050	492	0.073800
(90904,91394)(109900,110399)(109900,110400)	Mt	110150	492	0.069638
(91004,91494)(110000,110499)(110000,110500)	Mt	110250	492	0.061715
(91104,91594)(110100,110599)(110100,110600)	Mt	110350	492	0.053554
(91195,91694)(110200,110699)(110200,110700)	Mt	110450	501	0.057631
(91295,91794)(110300,110799)(110300,110800)	Mt	110550	501	0.064693
(91395,91894)(110400,110899)(110400,110900)	Mt	110650	501	0.071557
(91495,91994)(110500,110999)(110500,111000)	Mt	110750	501	0.078730
(91595,92094)(110600,111099)(110600,111100)	Mt	110850	501	0.080048
(91695,92167)(110700,111172)(110700,111200)	Mt	110950	474	0.083276
(91795,92189)(110800,111299)(110800,111300)	Mt	111050	396	0.080412
(91895,92289)(110900,111399)(110900,111400)	Mt	111150	396	0.079232
(91995,92389)(111000,111499)(111000,111500)	Mt	111250	396	0.076781
(92095,92489)(111100,111599)(111100,111600)	Mt	111350	396	0.091617
(92168,92589)(111278,111699)(111200,111700)	Mt	111450	423	0.097249
(92190,92689)(111300,111799)(111300,111800)	Mt	111550	501	0.095283
(92290,92776)(111400,111886)(111400,111900)	Mt	111650	488	0.089454
(92390,92858)(111500,111999)(111500,112000)	Mt	111750	470	0.083791
(92490,92958)(111600,112099)(111600,112100)	Mt	111850	470	0.087548
(92590,93058)(111700,112199)(111700,112200)	Mt	111950	470	0.082462
(92690,93133)(111800,112299)(111800,112300)	Mt	112050	445	0.076641
(92777,93233)(111918,112399)(111900,112400)	Mt	112150	458	0.086557
(92859,93333)(112000,112499)(112000,112500)	Mt	112250	476	0.088313
(92959,93335)(112100,112501)(112100,112600)	Mt	112350	378	0.073062
(93059,93388)(112200,112699)(112200,112700)	Mt	112450	331	0.074928
(93134,93488)(112300,112799)(112300,112800)	Mt	112550	356	0.087326
(93234,93494)(112400,112805)(112400,112900)	Mt	112650	262	0.086046
(93334,93496)(112500,112999)(112500,113000)	Mt	112750	164	0.093800
(93336,93596)(112647,113099)(112600,113100)	Mt	112850	262	0.094033
(93389,93684)(112700,113199)(112700,113200)	Mt	112950	297	0.089510
(93489,93784)(112800,113299)(112800,113300)	Mt	113050	297	0.081469
(93495,93884)(112998,113399)(112900,113400)	Mt	113150	391	0.082006
(93497,93939)(113000,113454)(113000,113500)	Mt	113250	444	0.078221
(93597,93984)(113100,113599)(113100,113600)	Mt	113350	389	0.075894
(93685,94084)(113200,113699)(113200,113700)	Mt	113450	401	0.076202
(93785,94184)(113300,113799)(113300,113800)	Mt	113550	401	0.074539
(93885,94284)(113400,113899)(113400,113900)	Mt	113650	401	0.072667
(93940,94384)(113555,113999)(113500,114000)	Mt	113750	446	0.073044
(93985,94484)(113600,114099)(113600,114100)	Mt	113850	501	0.066649
(94085,94584)(113700,114199)(113700,114200)	Mt	113950	501	0.067197
(94185,94684)(113800,114299)(113800,114300)	Mt	114050	501	0.068338
(94285,94784)(113900,114399)(113900,114400)	Mt	114150	501	0.065553
(94385,94884)(114000,114499)(114000,114500)	Mt	114250	501	0.070636
(94485,94927)(114100,114542)(114100,114600)	Mt	114350	444	0.087899
(94585,94950)(114200,114699)(114200,114700)	Mt	114450	367	0.135650
(94685,95050)(114300,114799)(114300,114800)	Mt	114550	367	0.104390
(94785,95150)(114400,114899)(114400,114900)	Mt	114650	367	0.104121
(94885,95243)(114500,114999)(114500,115000)	Mt	114750	360	0.083735
(94928,95343)(114677,115099)(114600,115100)	Mt	114850	417	0.084453
(94951,95443)(114700,115199)(114700,115200)	Mt	114950	494	0.086626
(95051,95543)(114800,115299)(114800,115300)	Mt	115050	494	0.084889
(95151,95643)(114900,115399)(114900,115400)	Mt	115150	494	0.086557
(95244,95743)(115000,115499)(115000,115500)	Mt	115250	501	0.103074
(95344,95836)(115100,115599)(115100,115600)	Mt	115350	494	0.094058
(95444,95936)(115200,115699)(115200,115700)	Mt	115450	494	0.056915
(95544,96036)(115300,115799)(115300,115800)	Mt	115550	494	0.056960
(95644,96136)(115400,115899)(115400,115900)	Mt	115650	494	0.056727
(95744,96236)(115500,115999)(115500,116000)	Mt	115750	494	0.058896
(95837,96336)(115600,116099)(115600,116100)	Mt	115850	501	0.053584
(95937,96436)(115700,116199)(115700,116200)	Mt	115950	501	0.121123
(96037,96536)(115800,116299)(115800,116300)	Mt	116050	501	0.133333
(96137,96629)(115900,116399)(115900,116400)	Mt	116150	494	0.125369
(96237,96729)(116000,116499)(116000,116500)	Mt	116250	494	0.123609
(96337,96829)(116100,116599)(116100,116600)	Mt	116350	494	0.115442
(96437,96929)(116200,116699)(116200,116700)	Mt	116450	494	0.114222
(96537,97029)(116300,116799)(116300,116800)	Mt	116550	494	0.129927
(96630,97129)(116400,116899)(116400,116900)	Mt	116650	501	0.142794
(96730,97229)(116500,116999)(116500,117000)	Mt	116750	501	0.147988
(96830,97322)(116600,117099)(116600,117100)	Mt	116850	494	0.132919
(96930,97422)(116700,117199)(116700,117200)	Mt	116950	494	0.134801
(97030,97522)(116800,117299)(116800,117300)	Mt	117050	494	0.108497
(97130,97622)(116900,117399)(116900,117400)	Mt	117150	494	0.101285
(97230,97722)(117000,117499)(117000,117500)	Mt	117250	494	0.102612
(97323,97822)(117100,117599)(117100,117600)	Mt	117350	501	0.127900
(97423,97922)(117200,117699)(117200,117700)	Mt	117450	501	0.126835
(97523,98022)(117300,117799)(117300,117800)	Mt	117550	501	0.132483
(97623,98122)(117400,117899)(117400,117900)	Mt	117650	501	0.135346
(97723,98222)(117500,117999)(117500,118000)	Mt	117750	501	0.134835
(97823,98322)(117600,118099)(117600,118100)	Mt	117850	501	0.132729
(97923,98422)(117700,118199)(117700,118200)	Mt	117950	501	0.133466
(98023,98522)(117800,118299)(117800,118300)	Mt	118050	501	0.132287
(98123,98622)(117900,118399)(117900,118400)	Mt	118150	501	0.130138
(98223,98722)(118000,118499)(118000,118500)	Mt	118250	501	0.136723
(98323,98822)(118100,118599)(118100,118600)	Mt	118350	501	0.136407
(98423,98922)(118200,118699)(118200,118700)	Mt	118450	501	0.135572
(98523,99022)(118300,118799)(118300,118800)	Mt	118550	501	0.135087
(98623,99122)(118400,118899)(118400,118900)	Mt	118650	501	0.133048
(98723,99222)(118500,118999)(118500,119000)	Mt	118750	501	0.125890
(98823,99322)(118600,119099)(118600,119100)	Mt	118850	501	0.125279
(98923,99422)(118700,119199)(118700,119200)	Mt	118950	501	0.227420
(99023,99522)(118800,119299)(118800,119300)	Mt	119050	501	0.238310
(99123,99622)(118900,119399)(118900,119400)	Mt	119150	501	0.240545
(99223,99722)(119000,119499)(119000,119500)	Mt	119250	501	0.219521
(99323,99822)(119100,119599)(119100,119600)	Mt	119350	501	0.154886
(99423,99922)(119200,119699)(119200,119700)	Mt	119450	501	0.089812
(99523,100022)(119300,119799)(119300,119800)	Mt	119550	501	0.071794
(99623,100122)(119400,119899)(119400,119900)	Mt	119650	501	0.071716
(99723,100214)(119500,119999)(119500,120000)	Mt	119750	493	0.071268
(99823,100314)(119600,120099)(119600,120100)	Mt	119850	493	0.078392
(99923,100414)(119700,120199)(119700,120200)	Mt	119950	493	0.075093
(100023,100514)(119800,120299)(119800,120300)	Mt	120050	493	0.086317
(100123,100614)(119900,120399)(119900,120400)	Mt	120150	493	0.090587
(100215,100714)(120000,120499)(120000,120500)	Mt	120250	501	0.092867
(100315,100814)(120100,120599)(120100,120600)	Mt	120350	501	0.099249
(100415,100914)(120200,120699)(120200,120700)	Mt	120450	501	0.109705
(100515,101014)(120300,120799)(120300,120800)	Mt	120550	501	0.110556
(100615,101106)(120400,120899)(120400,120900)	Mt	120650	493	0.107804
(100715,101206)(120500,120999)(120500,121000)	Mt	120750	493	0.119472
(100815,101306)(120600,121099)(120600,121100)	Mt	120850	493	0.158398
(100915,101406)(120700,121199)(120700,121200)	Mt	120950	493	0.160521
(101015,101506)(120800,121299)(120800,121300)	Mt	121050	493	0.151491
(101107,101535)(120900,121399)(120900,121400)	Mt	121150	430	0.151623
(101207,101635)(121000,121499)(121000,121500)	Mt	121250	430	0.141388
(101307,101735)(121100,121599)(121100,121600)	Mt	121350	430	0.092811
(101407,101835)(121200,121699)(121200,121700)	Mt	121450	430	0.093995
(101507,101935)(121300,121799)(121300,121800)	Mt	121550	430	0.089511
(101536,101974)(121400,121838)(121400,121900)	Mt	121650	440	0.090585
(101636,101974)(121500,121838)(121500,122000)	Mt	121750	340	0.089913
(101736,101974)(121600,121838)(121600,122100)	Mt	121850	240	0.086149
(101836,102065)(121700,122199)(121700,122200)	Mt	121950	231	0.084335
(101936,102165)(121800,122299)(121800,122300)	Mt	122050	231	0.089846
(101975,102265)(122109,122399)(121900,122400)	Mt	122150	292	0.107248
(101975,102365)(122109,122499)(122000,122500)	Mt	122250	392	0.112153
(101975,102465)(122109,122599)(122100,122600)	Mt	122350	492	0.112831
(102066,102565)(122200,122699)(122200,122700)	Mt	122450	501	0.206738
(102166,102665)(122300,122799)(122300,122800)	Mt	122550	501	0.198814
(102266,102765)(122400,122899)(122400,122900)	Mt	122650	501	0.161558
(102366,102865)(122500,122999)(122500,123000)	Mt	122750	501	0.162738
(102466,102965)(122600,123099)(122600,123100)	Mt	122850	501	0.164235
(102566,103065)(122700,123199)(122700,123200)	Mt	122950	501	0.094928
(102666,103165)(122800,123299)(122800,123300)	Mt	123050	501	0.084729
(102766,103265)(122900,123399)(122900,123400)	Mt	123150	501	0.136088
(102866,103365)(123000,123499)(123000,123500)	Mt	123250	501	0.132232
(102966,103465)(123100,123599)(123100,123600)	Mt	123350	501	0.128875
(103066,103491)(123200,123625)(123200,123700)	Mt	123450	427	0.115732
